ID,Year,Averate,TotalrateNO
14543,2001,3.4,112
14544,2004,2.5,255
14545,2004,3.5,46584
14546,2004,2.9,176
14547,1969,3.2,267
14548,1992,2.7,60
14549,2003,3.5,1208
14550,1994,4.6,139660
14551,2001,2.7,907
14552,1999,3.0,1198
14553,1978,3.9,841
14554,1965,3.9,4060
14555,1982,2.0,86
14556,1997,3.3,403
14557,2005,4.0,510
14558,2004,3.3,310
14559,2001,3.9,348
14560,1950,3.7,725
14561,1999,3.1,378
14562,1966,3.6,347
14563,2002,3.3,351
14564,1995,3.6,5978
14565,1971,3.1,444
14566,2005,3.8,516
14567,1959,4.3,1236
14568,1991,3.5,9885
14569,1963,3.3,83
14570,2003,3.7,156
14571,1999,4.2,4631
14572,2000,3.0,280
14573,1972,2.6,138
14574,1998,3.5,110438
14575,1970,2.7,150
14576,2003,3.1,3290
14577,1970,3.1,386
14578,1952,3.6,2331
14579,2002,2.7,4001
14580,2001,2.9,268
14581,2004,2.9,277
14582,2000,3.2,507
14583,2003,3.9,434
14584,1999,3.8,37492
14585,2004,2.7,403
14586,2000,3.0,556
14587,2001,3.0,1872
14588,2003,3.2,163
14589,1961,3.4,92
14590,1995,3.7,82374
14591,1998,3.2,374
14592,1991,2.7,138
14593,1993,3.6,11464
14594,1996,2.5,110
14595,1979,3.4,175
14596,2002,3.3,518
14597,2003,1.5,181
14598,2004,4.0,2456
14599,1965,3.7,725
14600,2003,3.4,2953
14601,1971,4.0,32245
14602,1995,3.7,24506
14603,1979,3.5,4524
14604,2000,2.2,262
14605,2002,2.7,152
14606,2002,3.0,52175
14607,1965,3.9,1129
14608,2005,3.5,159
14609,2004,3.6,149
14610,1998,2.7,120
14611,1941,3.2,190
14612,1960,3.5,263
14613,2003,3.8,2110
14614,2003,3.7,336
14615,2001,3.8,153
14616,1973,3.0,769
14617,1965,3.0,95
14618,1998,3.5,44434
14619,1996,4.0,588
14620,1993,3.1,119
14621,2001,4.3,128493
14622,1994,3.1,187
14623,1971,3.5,327
14624,1981,3.7,15381
14625,2003,3.3,114
14626,2004,2.4,247
14627,1963,2.6,100
14628,1976,3.0,349
14629,1974,3.1,852
14630,2004,3.7,81
14631,2001,3.8,2494
14632,1987,3.8,1036
14633,1986,2.9,170
14634,1999,3.5,7195
14635,1998,3.5,311
14636,1945,3.8,500
14637,1989,3.5,596
14638,1994,4.3,258
14639,2000,2.8,1255
14640,2002,3.5,783
14641,2003,3.5,130
14642,1952,3.9,21376
14643,2004,3.6,2048
14644,2004,2.8,105045
14645,1997,3.3,261
14646,1989,3.3,25265
14647,2001,2.5,144
14648,2003,4.3,10342
14649,1997,3.0,150
14650,2000,3.6,669
14651,1999,3.8,3068
14652,1985,3.1,7776
14653,1993,2.9,6070
14654,1991,3.2,7011
14655,1978,2.9,98
14656,2000,4.1,1585
14657,1992,3.2,274
14658,2000,4.2,277
14659,2005,3.7,1198
14660,1998,3.4,98765
14661,2001,4.0,2522
14662,2001,2.8,193
14663,1989,3.2,4458
14664,1986,3.9,31853
14665,1969,3.0,102
14666,1956,3.6,975
14667,1989,3.8,64742
14668,2001,3.4,720
14669,1974,3.5,258
14670,1989,3.7,76601
14671,2004,3.9,9695
14672,1976,2.7,218
14673,2000,3.0,1271
14674,2000,2.6,200
14675,2004,2.9,223
14676,2003,2.8,216
14677,1987,3.1,128
14678,1990,3.6,298
14679,1999,3.5,195
14680,2003,2.7,122
14681,1990,3.6,408
14682,1995,2.4,167
14683,2002,3.8,486
14684,1997,3.1,151
14685,1963,3.6,2317
14686,1999,3.0,475
14687,1915,3.3,200
14688,1962,3.2,353
14689,1952,3.6,823
14690,2001,2.3,296
14691,1999,4.2,140763
14692,1919,2.5,89
14693,2003,3.1,153
14694,1937,3.7,2923
14695,2003,3.1,363
14696,2002,3.4,120
14697,1997,1.6,109
14698,2002,3.3,31004
14699,1999,2.7,326
14700,2001,3.1,128
14701,1996,3.8,241
14702,1967,4.0,27479
14703,2004,3.5,171
14704,1948,3.8,2201
14705,1996,3.3,304
14706,1993,3.9,1219
14707,2002,3.4,319
14708,2004,3.0,105
14709,1988,4.2,8194
14710,2004,3.6,68
14711,2000,2.7,313
14712,2001,3.2,127073
14713,1988,3.0,170
14714,2004,2.3,136
14715,2000,2.7,409
14716,1959,3.8,8768
14717,2000,2.9,1377
14718,2002,3.3,76453
14719,1957,3.7,2628
14720,1950,3.6,406
14721,1998,3.6,195
14722,2002,3.0,257
14723,2002,2.7,8505
14724,1957,3.6,1639
14725,1999,3.4,88183
14726,2000,3.5,305
14727,1975,3.5,5953
14728,1950,2.7,108
14729,2004,4.4,3278
14730,1949,3.4,200
14731,1993,3.5,10048
14732,1999,3.8,3137
14733,1994,2.7,2167
14734,1996,3.5,18905
14735,2001,3.6,1340
14736,1986,2.3,122
14737,2002,3.2,15885
14738,2002,3.2,10368
14739,2005,3.1,106
14740,1998,1.6,102
14741,1957,4.0,1193
14742,2000,4.3,10113
14743,2004,3.3,79
14744,1989,2.8,416
14745,1998,3.3,1332
14746,2004,2.7,181
14747,1990,3.5,2798
14748,2000,3.2,4697
14749,1980,3.3,332
14750,1978,3.8,1374
14751,1991,3.6,462
14752,2001,3.2,342
14753,1998,3.2,809
14754,1999,3.1,2115
14755,1999,2.7,25815
14756,1987,2.9,1779
14757,2005,3.0,1752
14758,1999,3.5,430
14759,2002,3.4,25857
14760,1998,3.1,2138
14761,1993,3.8,1009
14762,2005,2.7,432
14763,1998,3.3,1011
14764,1958,3.7,2087
14765,1993,2.2,99
14766,1998,3.7,1083
14767,1981,2.3,129
14768,2002,4.1,398
14769,1999,2.5,449
14770,1957,3.0,1768
14771,1993,3.6,2083
14772,1996,3.1,407
14773,2004,3.4,514
14774,1973,2.7,205
14775,2003,1.7,235
14776,1956,3.9,20910
14777,1992,3.8,1900
14778,1941,3.0,325
14779,1986,3.8,9676
14780,1988,3.7,70269
14781,2004,4.0,7720
14782,2000,3.2,1339
14783,1998,2.0,87
14784,2001,2.6,361
14785,1987,2.4,194
14786,1974,3.6,831
14787,1969,2.9,136
14788,1960,3.4,1174
14789,1930,3.5,448
14790,2003,3.6,215
14791,2003,4.6,75
14792,2004,2.5,118
14793,1991,2.7,332
14794,2002,2.8,154
14795,1996,2.5,2423
14796,1990,3.4,5379
14797,2002,2.5,173
14798,1997,2.8,140
14799,1997,3.8,2564
14800,1997,4.1,255
14801,1992,3.8,3100
14802,1999,3.5,593
14803,2004,3.6,267
14804,1980,3.6,6174
14805,2005,3.8,361
14806,2001,4.3,7354
14807,1997,4.0,1132
14808,2004,3.9,1831
14809,1966,3.5,924
14810,2000,3.6,2248
14811,2000,2.6,104
14812,1989,3.6,2215
14813,1991,2.9,619
14814,1995,2.4,126
14815,1968,4.0,12078
14816,1983,3.4,1136
14817,2003,2.9,311
14818,1993,3.7,266
14819,2001,3.0,111
14820,1997,3.4,6357
14821,1977,3.2,767
14822,1997,3.6,16829
14823,1994,4.1,1136
14824,1998,3.3,427
14825,1975,3.9,9571
14826,1984,3.3,207
14827,1999,3.6,21873
14828,1937,4.0,3893
14829,2004,3.3,10403
14830,2000,3.1,993
14831,2001,3.6,629
14832,1983,3.2,973
14833,1993,2.9,196
14834,1958,3.6,104
14835,1997,3.8,1193
14836,1988,3.2,81
14837,2004,2.9,234
14838,2004,3.5,95
14839,1949,3.1,212
14840,2002,3.2,1325
14841,2000,2.3,254
14842,2004,3.4,9805
14843,2003,4.1,690
14844,1988,2.8,178
14845,2004,3.9,417
14846,1922,3.3,395
14847,1994,3.7,585
14848,2000,2.8,2660
14849,1995,2.5,795
14850,1988,3.4,288
14851,1996,2.8,157
14852,2000,3.6,13790
14853,1951,3.7,178
14854,2004,3.1,152
14855,1992,3.6,24736
14856,1995,3.8,53163
14857,2002,2.7,515
14858,1995,3.8,16691
14859,1986,4.1,1277
14860,1988,3.7,1035
14861,2001,3.5,718
14862,1984,3.8,8881
14863,1986,2.5,135
14864,2002,2.8,924
14865,1996,2.8,5578
14866,2003,2.7,142
14867,2000,2.9,288
14868,2005,3.9,5730
14869,1982,4.0,64161
14870,1992,3.0,4070
14871,1936,3.3,113
14872,2001,2.5,107
14873,1992,3.7,18275
14874,1980,2.7,348
14875,2003,3.8,844
14876,2000,2.9,172
14877,1985,3.5,1192
14878,1997,2.9,208
14879,1999,2.8,225
14880,2000,2.2,137
14881,2000,3.9,636
14882,2001,3.1,7169
14883,1976,4.1,2272
14884,1998,2.9,181
14885,2000,3.4,277
14886,1985,3.4,2259
14887,1998,2.3,101
14888,1996,3.0,129
14889,1995,3.1,17712
14890,2004,3.3,48112
14891,2002,2.8,237
14892,2003,2.3,177
14893,1986,1.9,65
14894,1990,3.2,3998
14895,1976,3.2,190
14896,2000,3.3,191
14897,1998,3.9,521
14898,2003,3.1,12207
14899,1969,3.3,113
14900,1993,3.1,398
14901,1994,2.3,140
14902,2004,2.7,189
14903,2003,3.8,406
14904,2003,3.9,6046
14905,1978,4.0,1589
14906,1993,2.9,101
14907,2001,3.4,193
14908,1999,3.1,229
14909,1998,3.5,69665
14910,1995,3.0,710
14911,2002,4.3,9617
14912,2001,2.7,536
14913,1999,3.1,118
14914,1988,2.7,132
14915,2005,2.6,347
14916,2004,2.6,15305
14917,2000,2.8,110
14918,2001,3.4,29104
14919,2003,3.2,4634
14920,2003,3.1,193
14921,2003,3.5,1496
14922,1996,4.0,172
14923,1997,3.1,349
14924,2001,4.0,959
14925,1991,3.4,2947
14926,2002,4.0,723
14927,1974,3.3,666
14928,1989,4.0,95335
14929,1995,2.7,209
14930,1998,3.6,335
14931,1987,3.2,3962
14932,1969,3.0,77
14933,1979,3.1,346
14934,2003,2.7,203
14935,2001,3.4,3916
14936,1990,3.8,4303
14937,2000,3.2,289
14938,2003,3.8,819
14939,1952,3.4,402
14940,2004,3.5,57428
14941,2000,4.1,702
14942,1995,3.0,1122
14943,1972,3.6,1992
14944,2000,3.3,438
14945,1967,2.5,221
14946,1988,3.4,545
14947,1995,3.5,759
14948,2003,3.8,614
14949,2002,3.7,2246
14950,1997,3.0,87
14951,1989,2.8,1176
14952,1977,3.4,690
14953,1986,3.8,47080
14954,2004,3.4,817
14955,2004,3.0,9400
14956,1990,2.8,92
14957,2004,1.8,306
14958,1995,3.3,761
14959,1999,3.5,2465
14960,1986,3.4,39257
14961,2003,4.7,73335
14962,1999,2.3,271
14963,1979,3.6,20191
14964,1954,2.6,118
14965,1932,3.7,471
14966,1961,3.3,835
14967,1950,3.7,535
14968,1950,3.7,15216
14969,1997,3.8,846
14970,1995,3.2,16363
14971,1998,3.3,2579
14972,1954,3.8,2278
14973,1988,3.4,6864
14974,2000,3.7,253
14975,2000,3.1,218
14976,2002,2.6,333
14977,1984,3.3,2151
14978,1967,4.0,28239
14979,1968,2.9,449
14980,2002,3.2,293
14981,1995,3.8,1056
14982,2001,2.7,3534
14983,1967,3.7,4459
14984,2004,3.2,109
14985,1998,3.3,789
14986,2000,2.5,112
14987,2002,3.1,150
14988,2000,3.0,136
14989,2004,3.3,452
14990,1987,3.9,2179
14991,2004,1.7,428
14992,2004,3.5,312
14993,1961,3.1,213
14994,2005,3.2,82
14995,1992,3.0,186
14996,1999,2.9,904
14997,1953,3.5,495
14998,1985,3.2,840
14999,2003,3.6,97165
15000,1987,2.9,123
15001,2002,4.0,814
15002,1997,2.6,76
15003,2003,2.2,131
15004,1987,3.0,405
15005,1989,2.5,124
15006,1985,3.2,1729
15007,1980,3.2,7917
15008,2005,2.0,182
15009,1998,3.4,1445
15010,2003,3.5,4045
15011,2004,3.2,210
15012,2001,2.7,217
15013,2003,3.8,2124
15014,2003,4.4,6259
15015,1989,3.0,673
15016,1928,3.9,2775
15017,2002,2.6,219
15018,1971,2.5,126
15019,1970,3.5,249
15020,2002,3.3,101
15021,1995,3.2,357
15022,2004,3.2,142
15023,2005,2.9,68
15024,2001,3.2,936
15025,1999,2.7,185
15026,1964,3.6,616
15027,2001,4.0,768
15028,2004,2.9,320
15029,2001,3.3,2522
15030,2002,2.4,293
15031,1998,4.1,3965
15032,1959,3.3,313
15033,1965,3.6,3180
15034,2001,3.2,12565
15035,1998,4.2,2924
15036,1960,3.8,1916
15037,1951,3.9,15131
15038,2003,1.9,120
15039,1999,3.5,5082
15040,1997,3.6,906
15041,1995,3.2,362
15042,1963,3.2,782
15043,2004,3.4,4703
15044,2001,2.0,2596
15045,2002,3.4,3045
15046,1972,3.1,710
15047,1944,2.6,124
15048,1991,3.5,70370
15049,1988,4.0,251
15050,1999,2.3,167
15051,2005,3.4,58
15052,1972,2.3,394
15053,1991,3.1,2101
15054,1982,3.5,187
15055,1993,3.7,6508
15056,1998,2.2,67
15057,1985,3.9,30070
15058,1999,3.6,67860
15059,1983,1.8,119
15060,1999,2.3,121
15061,1985,2.9,152
15062,1978,3.8,102576
15063,2004,3.3,41968
15064,1988,3.8,25807
15065,1984,3.0,180
15066,1982,2.9,1033
15067,1995,3.6,447
15068,1998,2.9,3235
15069,1991,3.4,142
15070,1999,4.2,44240
15071,1995,3.2,1891
15072,2004,2.6,782
15073,1966,3.6,1832
15074,1973,2.5,145
15075,2005,3.2,1097
15076,1981,3.1,803
15077,2000,3.2,138
15078,1995,3.5,27648
15079,1969,3.4,451
15080,1997,2.9,1099
15081,2000,3.6,270
15082,2003,3.7,529
15083,2001,1.7,178
15084,1995,3.6,43111
15085,1982,3.7,260
15086,1974,4.2,481
15087,1987,3.5,211
15088,1996,2.9,181
15089,2000,2.1,108
15090,2002,2.7,521
15091,1987,3.3,2097
15092,1992,3.4,129
15093,2003,3.4,5257
15094,1996,2.6,328
15095,2001,2.6,202
15096,2004,3.9,379
15097,2003,2.3,243
15098,1995,3.4,324
15099,2003,2.9,21683
15100,2003,3.2,197
15101,1999,3.0,2875
15102,2002,2.3,901
15103,2004,3.4,193
15104,1987,4.5,701
15105,1991,3.6,47601
15106,2003,3.7,354
15107,2001,3.9,160326
15108,1995,2.5,339
15109,1993,3.8,1962
15110,2004,3.5,28769
15111,1949,3.4,203
15112,1980,3.5,543
15113,1968,2.9,329
15114,1980,3.8,15208
15115,1960,3.1,267
15116,2004,4.0,65884
15117,2001,3.1,228
15118,2000,2.5,302
15119,2000,2.5,185
15120,2000,2.1,442
15121,2003,3.4,250
15122,2002,3.3,718
15123,1995,3.4,877
15124,1996,3.7,216596
15125,1994,3.6,8030
15126,2001,3.2,668
15127,2002,3.2,219
15128,1988,2.8,1094
15129,1939,4.0,27916
15130,1968,3.1,1197
15131,1992,3.3,139
15132,2000,3.5,9409
15133,1999,3.1,1095
15134,1986,3.1,3436
15135,2004,2.5,125
15136,2000,3.7,380
15137,1992,3.6,6656
15138,1998,3.0,186
15139,1973,2.5,204
15140,2001,2.8,190
15141,1989,2.3,108
15142,1980,3.0,115
15143,1986,4.0,1356
15144,1998,3.4,234
15145,2004,3.1,194
15146,1963,2.8,529
15147,1972,3.4,1006
15148,2005,4.2,92
15149,2004,3.5,118
15150,1959,2.6,512
15151,2004,3.5,65948
15152,1985,3.9,762
15153,1990,2.9,2405
15154,1999,3.1,4227
15155,1988,4.1,3464
15156,1993,3.6,83437
15157,2000,2.9,580
15158,2001,2.9,11236
15159,1951,3.1,228
15160,1966,3.4,3241
15161,2002,2.8,204
15162,2000,3.9,489
15163,1998,3.7,16664
15164,2000,4.1,5976
15165,2002,3.2,767
15166,2005,2.5,482
15167,2005,3.1,388
15168,1999,3.4,318
15169,1973,2.9,105
15170,2001,2.8,2904
15171,1994,3.3,6445
15172,1999,2.1,91
15173,2004,2.9,170
15174,1953,3.5,836
15175,1971,2.1,132
15176,2002,3.5,1070
15177,1988,3.2,10515
15178,2004,2.4,122
15179,1981,2.9,131
15180,1999,3.3,248
15181,1998,3.3,13078
15182,2001,3.2,27165
15183,1975,4.2,6137
15184,2003,4.0,494
15185,2004,2.5,190
15186,1997,3.0,3284
15187,2005,3.6,100
15188,2005,2.3,245
15189,1995,3.5,218
15190,2000,3.0,223
15191,2003,3.7,199
15192,1982,3.3,166
15193,1928,3.7,1618
15194,2001,2.3,135
15195,1999,3.9,463
15196,2002,3.1,219
15197,1994,3.6,36
15198,1999,3.8,1379
15199,2004,2.1,63
15200,1995,3.2,9491
15201,1982,3.7,1267
15202,1969,3.3,50
15203,2002,2.8,616
15204,1987,3.4,976
15205,2004,3.4,196397
15206,2000,4.2,1933
15207,1999,3.7,217
15208,2004,3.0,111
15209,1993,3.9,34797
15210,2002,3.1,205
15211,2000,3.5,3222
15212,2003,2.3,332
15213,1999,3.2,437
15214,1961,3.5,304
15215,2003,3.7,413
15216,2000,2.8,1182
15217,2005,4.3,80
15218,1998,3.3,755
15219,1975,3.4,1438
15220,2001,3.9,503
15221,2002,2.9,1170
15222,1986,3.5,340
15223,2001,3.0,9076
15224,2000,3.0,2438
15225,2004,2.7,82
15226,2002,1.9,1104
15227,1999,2.5,107
15228,1978,3.2,178
15229,1979,4.1,1575
15230,1994,2.8,119
15231,1998,3.3,204
15232,2004,3.7,155
15233,2001,3.2,50870
15234,2000,3.1,20445
15235,2003,3.0,519
15236,2002,2.8,530
15237,2001,3.0,3253
15238,1998,2.9,211
15239,1978,3.7,1191
15240,1975,1.9,118
15241,1957,3.0,322
15242,2000,3.2,1411
15243,2001,3.0,1957
15244,1988,2.7,4714
15245,1996,3.7,455
15246,1992,3.5,14336
15247,2003,2.7,1742
15248,1983,2.9,97
15249,2003,2.7,173
15250,1938,3.6,937
15251,2003,3.5,401
15252,1985,3.1,694
15253,1970,3.2,323
15254,2000,2.1,96
15255,2002,3.0,1812
15256,1990,3.1,2830
15257,1997,3.6,5583
15258,1987,3.2,138
15259,1964,3.3,735
15260,2001,2.5,2320
15261,1947,3.3,98
15262,2003,1.7,239
15263,1993,4.0,1678
15264,1941,3.7,974
15265,1972,3.1,241
15266,1999,2.2,229
15267,1998,4.2,2700
15268,1985,2.7,384
15269,1989,3.8,895
15270,1997,4.1,817
15271,1998,3.6,360
15272,1990,2.8,4285
15273,1982,3.1,208
15274,2003,2.9,304
15275,1983,2.3,100
15276,2003,3.8,2551
15277,1997,3.2,1052
15278,1988,3.9,278
15279,1964,3.0,951
15280,1983,2.8,80
15281,1995,3.5,934
15282,1993,3.6,2678
15283,1983,3.2,447
15284,2000,3.5,378
15285,1984,3.1,4098
15286,1996,3.0,1880
15287,2003,3.1,274
15288,2002,2.8,131
15289,1970,2.8,2682
15290,1996,2.9,455
15291,1984,3.7,852
15292,1998,3.0,145
15293,1948,4.0,555
15294,1978,4.0,2044
15295,2004,2.1,993
15296,2001,4.5,37514
15297,1984,2.6,96
15298,1990,3.4,791
15299,2003,2.6,116
15300,1953,3.5,3202
15301,1949,3.0,156
15302,2002,1.9,289
15303,1952,3.8,1414
15304,1979,3.5,1391
15305,1996,4.0,2353
15306,2003,4.2,1063
15307,1996,4.2,20727
15308,2001,2.2,204
15309,1990,3.1,5528
15310,1990,3.5,954
15311,1962,3.8,580
15312,2002,3.5,208
15313,2004,3.3,1424
15314,2004,3.9,258
15315,1956,3.5,4006
15316,2000,4.0,2097
15317,1993,3.5,4203
15318,1925,3.0,136
15319,2000,2.8,220
15320,2000,3.0,284
15321,2001,3.7,1416
15322,1998,4.0,1777
15323,1994,2.1,123
15324,2004,3.6,465
15325,1971,3.5,813
15326,1965,2.1,171
15327,1998,3.4,290
15328,2001,3.1,141
15329,1986,3.4,3850
15330,1957,3.0,373
15331,1932,3.4,110
15332,1943,3.2,354
15333,1999,4.2,3799
15334,1973,3.2,2781
15335,1983,3.8,4228
15336,1994,3.0,6114
15337,2001,3.0,218
15338,1935,3.1,139
15339,1999,3.5,40364
15340,1992,2.3,185
15341,1997,2.7,91
15342,1991,3.5,32489
15343,2000,3.1,698
15344,1994,2.7,71
15345,2003,3.0,47048
15346,1988,2.7,412
15347,1993,3.3,580
15348,2003,3.5,404
15349,2001,2.2,125
15350,1999,3.0,180
15351,1972,3.5,1473
15352,2002,3.4,771
15353,1945,3.9,525
15354,2003,3.7,155
15355,1995,3.0,300
15356,1992,3.6,234
15357,1966,2.2,124
15358,1996,2.6,434
15359,1942,3.8,980
15360,2003,3.6,293
15361,2001,3.5,13215
15362,1986,3.3,4724
15363,1995,3.8,2554
15364,2000,3.3,1143
15365,1991,3.4,3649
15366,1982,3.7,21865
15367,1974,3.7,1768
15368,1998,2.7,260
15369,2003,1.9,244
15370,1980,2.6,161
15371,1979,3.4,137
15372,1999,3.8,820
15373,2001,3.3,20872
15374,1973,2.9,283
15375,1996,3.2,9653
15376,2004,3.6,133
15377,1998,3.1,3872
15378,1989,3.7,5538
15379,2004,2.8,162
15380,2004,2.9,169
15381,1999,3.8,39427
15382,2000,3.4,1781
15383,1993,3.2,548
15384,1934,3.9,894
15385,1997,3.8,21678
15386,1998,3.8,635
15387,1990,3.4,1951
15388,1987,3.4,564
15389,1993,3.4,1052
15390,1987,3.3,117
15391,1998,2.1,88
15392,1971,3.7,2595
15393,1999,3.5,106211
15394,2000,3.7,92294
15395,2000,3.3,337
15396,1986,3.9,898
15397,1989,3.1,836
15398,1993,3.3,346
15399,2002,2.4,177
15400,2000,4.1,1141
15401,2002,4.0,456
15402,1995,3.3,1048
15403,2005,3.6,478
15404,2000,3.5,4753
15405,1974,3.7,788
15406,1991,4.2,157
15407,2000,2.1,123
15408,1973,4.0,177
15409,2004,3.4,43710
15410,2002,3.3,5670
15411,1972,3.8,825
15412,2002,1.9,188
15413,2004,1.9,111
15414,2001,2.1,164
15415,1984,2.8,1290
15416,2000,3.1,322
15417,2003,3.1,1903
15418,2003,3.9,602
15419,1998,3.8,1068
15420,1995,3.1,393
15421,1995,4.0,31389
15422,1985,3.5,14672
15423,2003,3.9,949
15424,1989,3.4,28129
15425,1998,3.8,81316
15426,1995,3.1,903
15427,2001,2.9,76
15428,2003,3.5,675
15429,1981,3.9,24805
15430,1999,2.9,664
15431,1954,3.5,3632
15432,2003,3.4,237
15433,1992,2.4,109
15434,2001,2.6,1505
15435,2004,3.2,114
15436,1998,3.7,32659
15437,2002,4.5,3699
15438,2004,1.7,244
15439,1979,1.8,110
15440,1995,3.7,23997
15441,1987,3.1,312
15442,1994,3.9,243
15443,1983,3.0,8201
15444,1995,3.4,5502
15445,1986,3.5,17205
15446,2001,3.0,341
15447,1989,3.4,4234
15448,2000,2.4,81
15449,2005,3.5,23877
15450,2001,3.4,21567
15451,1981,3.4,1484
15452,2003,3.8,222
15453,1992,3.5,165
15454,2001,2.3,1368
15455,1993,3.5,10151
15456,1926,3.2,214
15457,2003,3.8,5264
15458,1980,3.0,215
15459,2001,2.5,502
15460,1970,3.6,2580
15461,1991,3.3,206
15462,1991,2.8,636
15463,1997,4.0,952
15464,2001,3.8,2078
15465,1980,3.2,28389
15466,1998,2.9,1765
15467,2003,3.0,172
15468,1997,3.4,117
15469,1999,3.9,627
15470,1986,2.4,90
15471,2003,3.1,103074
15472,1996,3.7,67967
15473,1993,3.2,12185
15474,2001,3.1,14529
15475,1943,3.9,1806
15476,1998,2.9,162
15477,2000,3.4,5929
15478,2002,3.0,162
15479,2000,3.0,214
15480,2004,4.1,143
15481,2001,3.1,6547
15482,2003,3.7,3726
15483,2001,3.1,4429
15484,2004,3.6,2548
15485,1995,3.4,795
15486,2001,3.6,963
15487,1985,3.0,107
15488,1997,3.3,201
15489,1957,3.4,219
15490,2004,3.7,129
15491,1984,3.4,878
15492,2002,3.1,2385
15493,2000,3.0,6126
15494,1963,3.0,156
15495,2002,2.6,244
15496,1969,3.6,27661
15497,2001,2.9,1759
15498,1995,3.8,116
15499,1975,3.7,831
15500,2001,4.3,6454
15501,1985,2.9,763
15502,1997,2.5,522
15503,1975,2.8,105
15504,1930,3.0,403
15505,1997,3.1,286
15506,2001,2.9,577
15507,1945,3.6,2022
15508,1994,2.9,154
15509,2004,4.1,8951
15510,1999,2.1,144
15511,2002,3.2,4257
15512,2001,2.4,199
15513,2004,3.6,2071
15514,2002,3.0,452
15515,1998,3.5,2072
15516,1992,3.4,1576
15517,2001,3.2,1006
15518,1995,3.5,97
15519,1980,2.6,186
15520,2005,3.3,167
15521,2004,2.7,62
15522,2004,3.1,391
15523,2004,4.0,365
15524,2001,2.4,156
15525,1979,2.7,180
15526,1985,3.7,449
15527,1999,2.5,297
15528,2003,2.9,204
15529,1997,3.4,8252
15530,1992,3.8,12711
15531,1996,3.6,32981
15532,1999,3.4,26208
15533,2004,3.7,1750
15534,2001,4.2,2578
15535,1999,3.2,129
15536,2004,2.7,254
15537,1949,3.1,163
15538,2004,4.6,1633
15539,2002,3.2,2072
15540,1989,3.4,32696
15541,1994,2.6,98
15542,1994,3.3,3854
15543,2004,3.3,143
15544,2004,3.5,1025
15545,1997,3.6,15859
15546,1998,2.8,1052
15547,1999,2.8,1288
15548,1969,3.1,466
15549,2000,3.4,12288
15550,1987,3.0,353
15551,1953,2.8,101
15552,1932,3.9,986
15553,2001,4.0,619
15554,1999,3.9,1568
15555,2003,3.2,6342
15556,1967,3.5,252
15557,1999,4.3,9218
15558,2001,3.0,399
15559,1980,2.0,89
15560,2000,2.3,177
15561,1996,4.0,515
15562,2000,2.8,773
15563,2003,3.4,99009
15564,2003,3.1,335
15565,1978,3.9,1936
15566,2000,2.9,939
15567,1987,3.7,535
15568,1984,4.0,3450
15569,1985,4.0,1062
15570,1999,3.2,2848
15571,2001,3.8,37
15572,2004,3.8,391
15573,2005,1.5,169
15574,1994,3.9,220
15575,1951,3.6,1405
15576,1994,3.5,3276
15577,2001,3.3,195
15578,1996,3.6,30806
15579,1999,3.0,428
15580,1999,3.0,406
15581,1973,2.7,107
15582,2002,3.5,176539
15583,1983,3.4,211
15584,2003,3.4,1247
15585,2001,3.0,194
15586,1993,2.4,131
15587,2005,4.1,37
15588,1998,3.5,217
15589,1959,2.5,107
15590,2002,3.2,133
15591,2001,2.6,917
15592,1994,3.5,2458
15593,1965,2.7,155
15594,1972,4.1,8022
15595,2001,3.0,186
15596,2001,3.7,180
15597,1985,3.5,6808
15598,1999,3.0,345
15599,1974,3.2,362
15600,2004,3.4,542
15601,1996,3.3,1678
15602,2002,2.2,200
15603,1980,3.5,174
15604,1991,3.1,132
15605,2000,3.0,104
15606,1988,2.3,117
15607,1925,3.3,106
15608,1972,3.0,478
15609,2001,4.4,11334
15610,1981,2.6,219
15611,2001,2.2,188
15612,2002,3.2,107
15613,1948,3.5,447
15614,1988,2.5,206
15615,2002,3.4,189
15616,1996,3.3,3034
15617,1996,3.5,443
15618,2005,3.5,210
15619,1987,2.8,2301
15620,2002,2.2,253
15621,1999,3.0,249
15622,1994,3.0,170
15623,1997,3.5,602
15624,1996,3.4,1488
15625,2002,3.2,154
15626,2000,3.5,784
15627,1981,3.7,10672
15628,1976,3.3,3875
15629,2004,3.8,230
15630,1982,2.9,97
15631,1983,3.5,10164
15632,1998,3.4,296
15633,2000,3.0,326
15634,1974,4.0,5102
15635,2004,2.1,121
15636,1991,3.7,100
15637,2000,2.1,141
15638,1980,2.9,119
15639,1998,3.6,181
15640,1994,3.4,1791
15641,2003,2.6,196
15642,1991,2.3,197
15643,1987,3.7,4820
15644,1998,3.6,122
15645,1961,3.1,387
15646,2004,3.3,85716
15647,1987,3.1,6624
15648,2002,3.1,207
15649,1934,3.5,199
15650,1996,2.1,73
15651,1997,3.5,709
15652,2002,3.0,94
15653,1999,3.3,255
15654,2004,2.9,257
15655,1994,3.3,119
15656,1939,2.3,75
15657,1995,3.6,11461
15658,1992,3.0,132
15659,1962,3.2,91
15660,1999,2.3,314
15661,2002,3.2,252
15662,1984,4.0,25037
15663,1983,3.9,311
15664,1987,3.0,226
15665,2002,3.5,75
15666,1994,3.8,1502
15667,1996,3.4,1069
15668,1947,3.3,961
15669,1997,3.0,289
15670,2002,2.5,121
